text	x	y	width	height	line_num	filename	page
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	16	65075.pdf	29
4,320	1289	1036	68	29	16	65075.pdf	29
บาท	1401	1039	51	22	16	65075.pdf	29
01109-1	248	663	94	26	16	65075.pdf	31
เงินช่วยเหลือค่าครองชีพของข้าราชการ	384	658	368	31	16	65075.pdf	31
900	1308	663	49	26	16	65075.pdf	31
บาท	1401	666	51	22	16	65075.pdf	31
01202-1	240	823	95	25	16	65075.pdf	32
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	16	65075.pdf	32
24,300	1276	823	81	29	16	65075.pdf	32
บาท	1401	826	51	22	16	65075.pdf	32
01202-1	240	823	95	25	16	65075.pdf	34
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	16	65075.pdf	34
37,800	1276	823	81	29	16	65075.pdf	34
บาท	1401	826	51	22	16	65075.pdf	34
02103-1	240	1036	95	26	16	65075.pdf	35
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1025	408	45	16	65075.pdf	35
768,000	1263	1036	94	29	16	65075.pdf	35
บาท	1401	1039	51	22	16	65075.pdf	35
02103-1	240	1036	95	26	16	65075.pdf	36
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1025	408	45	16	65075.pdf	36
1,152,000	1246	1036	111	29	16	65075.pdf	36
บาท	1401	1039	51	22	16	65075.pdf	36
02103-1	240	1036	95	26	16	65075.pdf	37
เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว	376	1025	408	45	16	65075.pdf	37
1,920,000	1246	1036	111	29	16	65075.pdf	37
บาท	1401	1039	51	22	16	65075.pdf	37
02102-1	240	1036	95	25	16	65075.pdf	39
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	16	65075.pdf	39
619,000	1263	1036	94	29	16	65075.pdf	39
บาท	1401	1039	51	22	16	65075.pdf	39
02101-1	240	929	95	25	16	65075.pdf	41
ค่าจ้างชัวคราว 1 อัตรา	375	919	222	36	16	65075.pdf	41
41,720	1276	929	81	29	16	65075.pdf	41
บาท	1401	932	51	22	16	65075.pdf	41
02101-1	240	929	95	25	16	65075.pdf	42
ค่าจ้างชัวคราว 1 อัตรา	375	919	222	36	16	65075.pdf	42
62,580	1276	929	81	29	16	65075.pdf	42
บาท	1401	932	51	22	16	65075.pdf	42
1.3 ค่าจ้างชัวคราว	123	922	216	38	16	65075.pdf	43
28,800	1104	933	84	28	16	65075.pdf	43
บาท	1253	931	55	24	16	65075.pdf	43
1.3 ค่าจ้างชัวคราว	123	922	216	38	16	65075.pdf	45
57,600	1104	933	84	28	16	65075.pdf	45
บาท	1253	931	55	24	16	65075.pdf	45
02101-1	240	983	95	25	16	65075.pdf	46
ค่าจ้างชัวคราว 2 อัตรา	375	972	222	36	16	65075.pdf	46
41,720	1276	983	81	29	16	65075.pdf	46
บาท	1401	986	51	22	16	65075.pdf	46
02101-1	240	876	95	25	16	65075.pdf	48
ค่าจ้างชัวคราว 6 อัตรา	375	866	222	36	16	65075.pdf	48
1,189,700	1246	876	111	29	16	65075.pdf	48
บาท	1401	879	51	22	16	65075.pdf	48
02101-1	240	983	95	25	16	65075.pdf	50
ค่าจ้างชัวคราว 1 อัตรา	375	972	222	36	16	65075.pdf	50
86,840	1276	983	81	29	16	65075.pdf	50
บาท	1401	986	51	22	16	65075.pdf	50
02102-1	240	1036	95	25	16	65075.pdf	52
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	1025	441	45	16	65075.pdf	52
13,740	1278	1036	79	29	16	65075.pdf	52
บาท	1401	1039	51	22	16	65075.pdf	52
07102-1	240	504	95	25	16	65075.pdf	53
(1) ค่าใช้จ่ายในการสนับสนุนการดําเนินงานของ	375	498	446	40	16	65075.pdf	53
01108-1	240	610	95	25	16	65075.pdf	54
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	376	599	402	36	16	65075.pdf	54
1,900	1291	610	66	29	16	65075.pdf	54
บาท	1401	613	51	22	16	65075.pdf	54
01108-1	248	610	94	25	16	65075.pdf	55
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	599	401	36	16	65075.pdf	55
3,800	1289	610	68	29	16	65075.pdf	55
บาท	1401	613	51	22	16	65075.pdf	55
1.3 ค่าตอบแทน ใช้สอยและวัสดุ	123	922	344	46	16	65075.pdf	56
2,400	1118	932	70	29	16	65075.pdf	56
บาท	1253	931	55	24	16	65075.pdf	56
1.3 ค่าจ้างชัวคราว	123	976	216	38	16	65075.pdf	57
5,011,260	1072	986	116	28	16	65075.pdf	57
บาท	1253	985	55	24	16	65075.pdf	57
01206-1	240	929	95	25	16	65075.pdf	59
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	924	397	40	16	65075.pdf	59
32,880	1276	929	81	29	16	65075.pdf	59
บาท	1401	932	51	22	16	65075.pdf	59
05198-5	240	929	96	26	16	65075.pdf	60
(2) เครื่องพิมพ์เลเซอร์ หรือ LED ขาวดํา ชนิด Network	375	919	526	38	16	65075.pdf	60
พร้อมกระจกติดตาย จํานวน 3 ชุด	428	924	326	40	16	65075.pdf	61
1.3 ค่าจ้างชัวคราว	123	976	216	38	17	65075.pdf	27
57,600	1104	986	84	28	17	65075.pdf	27
บาท	1253	985	55	24	17	65075.pdf	27
05147-4	240	770	97	25	17	65075.pdf	28
(2) โต๊ะไม้บุโฟเมก้า 60 ตัว	375	764	255	40	17	65075.pdf	28
144,000	1265	770	92	29	17	65075.pdf	28
บาท	1401	773	51	22	17	65075.pdf	28
02101-1	240	983	95	25	17	65075.pdf	29
ค่าจ้างชัวคราว 1 อัตรา	375	972	222	36	17	65075.pdf	29
67,680	1276	983	81	29	17	65075.pdf	29
บาท	1401	986	51	22	17	65075.pdf	29
01108-1	248	610	94	25	17	65075.pdf	31
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	599	401	36	17	65075.pdf	31
7,200	1289	610	68	29	17	65075.pdf	31
บาท	1401	613	51	22	17	65075.pdf	31
01201-1	240	770	95	25	17	65075.pdf	32
อัตราเดิม 2 อัตรา	375	765	174	30	17	65075.pdf	32
404,500	1263	770	94	29	17	65075.pdf	32
บาท	1401	773	51	22	17	65075.pdf	32
01201-1	240	770	95	25	17	65075.pdf	34
อัตราเดิม 3 อัตรา	375	765	174	31	17	65075.pdf	34
630,000	1263	770	94	29	17	65075.pdf	34
บาท	1401	773	51	22	17	65075.pdf	34
02102-1	240	983	95	25	17	65075.pdf	35
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	972	441	45	17	65075.pdf	35
472,380	1263	983	94	29	17	65075.pdf	35
บาท	1401	986	51	22	17	65075.pdf	35
02102-1	240	983	95	25	17	65075.pdf	36
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	972	441	45	17	65075.pdf	36
708,570	1263	983	94	29	17	65075.pdf	36
บาท	1401	986	51	22	17	65075.pdf	36
02102-1	240	983	95	25	17	65075.pdf	37
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว	376	972	441	45	17	65075.pdf	37
1,180,950	1246	983	111	29	17	65075.pdf	37
บาท	1401	986	51	22	17	65075.pdf	37
02101-1	240	983	95	25	17	65075.pdf	39
ค่าจ้างชัวคราว 41 อัตรา	375	972	235	36	17	65075.pdf	39
4,301,000	1244	983	113	29	17	65075.pdf	39
บาท	1401	986	51	22	17	65075.pdf	39
1.3 ค่าจ้างชัวคราว	123	869	216	38	17	65075.pdf	41
57,600	1104	880	84	28	17	65075.pdf	41
บาท	1253	878	55	24	17	65075.pdf	41
1.3 ค่าจ้างชัวคราว	123	869	216	38	17	65075.pdf	42
86,400	1104	879	84	29	17	65075.pdf	42
บาท	1253	878	55	24	17	65075.pdf	42
01206-1	240	876	95	25	17	65075.pdf	43
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	17	65075.pdf	43
1,660	1291	876	66	29	17	65075.pdf	43
บาท	1401	879	51	22	17	65075.pdf	43
01206-1	240	876	95	25	17	65075.pdf	45
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	17	65075.pdf	45
3,320	1289	876	68	29	17	65075.pdf	45
บาท	1401	879	51	22	17	65075.pdf	45
1.3 ค่าจ้างชัวคราว	123	922	216	38	17	65075.pdf	46
57,600	1104	933	84	28	17	65075.pdf	46
บาท	1253	931	55	24	17	65075.pdf	46
1.3 ค่าจ้างชัวคราว	123	816	216	38	17	65075.pdf	48
1,584,000	1074	826	114	29	17	65075.pdf	48
บาท	1253	825	55	24	17	65075.pdf	48
1.3 ค่าจ้างชัวคราว	123	922	216	38	17	65075.pdf	50
115,200	1093	933	95	28	17	65075.pdf	50
บาท	1253	931	55	24	17	65075.pdf	50
02101-1	240	983	95	25	17	65075.pdf	52
ค่าจ้างชัวคราว 2 อัตรา	375	972	222	36	17	65075.pdf	52
130,260	1265	983	92	29	17	65075.pdf	52
บาท	1401	986	51	22	17	65075.pdf	52
3. งบรายจ่ายอยิน	121	449	172	37	17	65075.pdf	53
3,822,600	1072	460	116	28	17	65075.pdf	53
บาท	1253	453	55	24	17	65075.pdf	53
01107-1	240	557	95	25	17	65075.pdf	54
เงินค่าตอบแทนรายเดือนสําหรับข้าราชการ	376	551	402	31	17	65075.pdf	54
8,400	1289	557	68	29	17	65075.pdf	54
บาท	1401	560	51	22	17	65075.pdf	54
01107-1	248	557	94	25	17	65075.pdf	55
เงินค่าตอบแทนรายเดือนสําหรับข้าราชการ	384	551	401	31	17	65075.pdf	55
16,800	1278	557	79	29	17	65075.pdf	55
บาท	1401	560	51	22	17	65075.pdf	55
01206-1	240	876	95	25	17	65075.pdf	56
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	17	65075.pdf	56
6,720	1289	876	68	29	17	65075.pdf	56
บาท	1401	879	51	22	17	65075.pdf	56
01206-1	240	929	95	25	17	65075.pdf	57
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	924	397	40	17	65075.pdf	57
49,320	1276	929	81	29	17	65075.pdf	57
บาท	1401	932	51	22	17	65075.pdf	57
01205-1	240	876	95	25	17	65075.pdf	59
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	866	430	45	17	65075.pdf	59
74,720	1276	876	81	29	17	65075.pdf	59
บาท	1401	879	51	22	17	65075.pdf	59
05144-7	240	876	97	25	17	65075.pdf	60
(1) โต๊ะทํางาน ระดับชํานาญการพิเศษ,อํานวยการต้น 2 ชุด	375	871	552	40	17	65075.pdf	60
28,400	1276	885	81	29	17	65075.pdf	60
บาท	1401	888	51	22	17	65075.pdf	60
- ติดตั้งประตูอลูมิเนียมบานเปิดคู่ ขนาด 1.80 % 2.00 ม.	413	864	526	47	17	65075.pdf	61
01206-1	240	929	95	25	18	65075.pdf	27
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	924	397	40	18	65075.pdf	27
1,040	1291	929	66	29	18	65075.pdf	27
บาท	1401	932	51	22	18	65075.pdf	27
แบบ GGWA ที่มีลิขสิทธ์ถูกตองตามกฎหมาย 4 เครี่อง	406	705	503	46	18	65075.pdf	28
102,040	1265	717	92	29	18	65075.pdf	28
บาท	1401	720	51	22	18	65075.pdf	28
1.3 ค่าจ้างชัวคราว	123	922	216	38	18	65075.pdf	29
86,400	1104	932	84	29	18	65075.pdf	29
บาท	1253	931	55	24	18	65075.pdf	29
01107-1	248	557	94	25	18	65075.pdf	31
เงินค่าตอบแทนรายเดือนของข้าราชการ	384	551	372	31	18	65075.pdf	31
42,000	1276	557	81	29	18	65075.pdf	31
บาท	1401	560	51	22	18	65075.pdf	31
1.2 ค่าจ้างประจํา	123	710	203	38	18	65075.pdf	32
431,100	1091	719	97	29	18	65075.pdf	32
บาท	1253	719	55	24	18	65075.pdf	32
1.2 ค่าจ้างประจํา	123	710	203	38	18	65075.pdf	34
674,700	1091	719	97	29	18	65075.pdf	34
บาท	1253	719	55	24	18	65075.pdf	34
02101-1	240	929	95	25	18	65075.pdf	35
ค่าจ้างชัวคราว 32 อัตรา	375	919	235	37	18	65075.pdf	35
3,367,620	1244	929	113	29	18	65075.pdf	35
บาท	1401	932	51	22	18	65075.pdf	35
02101-1	240	929	95	25	18	65075.pdf	36
ค่าจ้างชัวคราว 48 อัตรา	375	919	235	36	18	65075.pdf	36
5,051,430	1244	929	113	29	18	65075.pdf	36
บาท	1401	932	51	22	18	65075.pdf	36
02101-1	240	929	95	25	18	65075.pdf	37
ค่าจ้างชัวคราว 80 อัตรา	375	919	235	36	18	65075.pdf	37
8,419,050	1244	929	113	29	18	65075.pdf	37
บาท	1401	932	51	22	18	65075.pdf	37
1.3 ค่าจ้างชัวคราว	123	922	216	38	18	65075.pdf	39
5,904,000	1072	932	116	29	18	65075.pdf	39
บาท	1253	931	55	24	18	65075.pdf	39
01206-1	240	823	95	25	18	65075.pdf	41
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	817	397	40	18	65075.pdf	41
10,640	1278	823	79	29	18	65075.pdf	41
บาท	1401	826	51	22	18	65075.pdf	41
01206-1	240	823	95	25	18	65075.pdf	42
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	817	397	40	18	65075.pdf	42
15,960	1278	823	79	29	18	65075.pdf	42
บาท	1401	826	51	22	18	65075.pdf	42
01205-1	240	823	95	25	18	65075.pdf	43
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	18	65075.pdf	43
4,800	1289	823	68	29	18	65075.pdf	43
บาท	1401	826	51	22	18	65075.pdf	43
01205-1	240	823	95	25	18	65075.pdf	45
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	18	65075.pdf	45
9,600	1289	823	68	29	18	65075.pdf	45
บาท	1401	826	51	22	18	65075.pdf	45
01206-1	240	876	95	25	18	65075.pdf	46
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	18	65075.pdf	46
3,320	1289	876	68	29	18	65075.pdf	46
บาท	1401	879	51	22	18	65075.pdf	46
01206-1	240	770	95	25	18	65075.pdf	48
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	764	397	40	18	65075.pdf	48
67,100	1276	770	81	29	18	65075.pdf	48
บาท	1401	773	51	22	18	65075.pdf	48
01206-1	240	876	95	25	18	65075.pdf	50
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	18	65075.pdf	50
3,200	1289	876	68	29	18	65075.pdf	50
บาท	1401	879	51	22	18	65075.pdf	50
1.3 ค่าจ้างชัวคราว	123	922	216	38	18	65075.pdf	52
172,800	1093	933	95	28	18	65075.pdf	52
บาท	1253	931	55	24	18	65075.pdf	52
ค่าไฟฟ้า ค่าโทรศัพท์	165	337	200	32	18	65075.pdf	53
01102-1	240	504	95	25	18	65075.pdf	54
เงินเลื่อนขั้น	376	491	121	38	18	65075.pdf	54
39,600	1276	504	81	29	18	65075.pdf	54
บาท	1401	507	51	22	18	65075.pdf	54
01102-1	248	504	94	25	18	65075.pdf	55
เงินเลื่อนขั้น	384	491	121	38	18	65075.pdf	55
79,200	1276	504	81	29	18	65075.pdf	55
บาท	1401	507	51	22	18	65075.pdf	55
01205-1	240	823	95	25	18	65075.pdf	56
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	18	65075.pdf	56
6,720	1289	823	68	29	18	65075.pdf	56
บาท	1401	826	51	22	18	65075.pdf	56
01205-1	240	876	95	25	18	65075.pdf	57
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	866	430	45	18	65075.pdf	57
112,080	1265	876	92	29	18	65075.pdf	57
บาท	1401	879	51	22	18	65075.pdf	57
01202-1	240	823	95	25	18	65075.pdf	59
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	18	65075.pdf	59
117,120	1265	823	92	29	18	65075.pdf	59
บาท	1401	826	51	22	18	65075.pdf	59
โรงเรียนบ้านนายสี	237	822	184	31	18	65075.pdf	60
ขนาด 0.90 x 3.40 ม. จํานวน 8 ชุด	428	818	344	39	18	65075.pdf	61
01205-1	240	876	95	25	19	65075.pdf	27
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	866	430	45	19	65075.pdf	27
5,760	1289	876	68	29	19	65075.pdf	27
บาท	1401	879	51	22	19	65075.pdf	27
ไม่น้อยกว่า	402	658	114	31	19	65075.pdf	28
19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ (OS)	517	651	427	46	19	65075.pdf	28
01206-1	240	876	95	25	19	65075.pdf	29
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	19	65075.pdf	29
1,560	1291	876	66	29	19	65075.pdf	29
บาท	1401	879	51	22	19	65075.pdf	29
01102-1	248	504	94	25	19	65075.pdf	31
เงินเลื่อนขั้น	384	491	121	38	19	65075.pdf	31
363,400	1263	504	94	29	19	65075.pdf	31
บาท	1401	507	51	22	19	65075.pdf	31
01109-1	240	663	95	26	19	65075.pdf	32
เงินช่วยเหลือค่าครองชีพของข้าราชการ	376	658	369	31	19	65075.pdf	32
3,500	1289	663	68	29	19	65075.pdf	32
บาท	1401	666	51	22	19	65075.pdf	32
01109-1	248	663	94	26	19	65075.pdf	34
เงินช่วยเหลือค่าครองชีพของข้าราชการ	384	658	368	31	19	65075.pdf	34
900	1308	663	49	26	19	65075.pdf	34
บาท	1401	666	51	22	19	65075.pdf	34
1.3 ค่าจ้างชัวคราว	123	869	216	38	19	65075.pdf	35
4,608,000	1072	879	116	29	19	65075.pdf	35
บาท	1253	878	55	24	19	65075.pdf	35
1.3 ค่าจ้างชัวคราว	123	869	216	38	19	65075.pdf	36
6,912,000	1072	880	116	28	19	65075.pdf	36
บาท	1253	878	55	24	19	65075.pdf	36
1.3 ค่าจ้างชัวคราว	123	869	216	38	19	65075.pdf	37
11,520,000	1061	880	127	28	19	65075.pdf	37
บาท	1253	878	55	24	19	65075.pdf	37
01206-1	240	876	95	25	19	65075.pdf	39
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	19	65075.pdf	39
153,100	1265	876	92	29	19	65075.pdf	39
บาท	1401	879	51	22	19	65075.pdf	39
01205-1	240	770	95	25	19	65075.pdf	41
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	759	430	45	19	65075.pdf	41
13,480	1278	770	79	29	19	65075.pdf	41
บาท	1401	773	51	22	19	65075.pdf	41
01205-1	240	770	95	25	19	65075.pdf	42
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	759	430	45	19	65075.pdf	42
20,220	1276	770	81	29	19	65075.pdf	42
บาท	1401	773	51	22	19	65075.pdf	42
01202-1	240	770	95	25	19	65075.pdf	43
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	19	65075.pdf	43
4,220	1289	770	68	29	19	65075.pdf	43
บาท	1401	773	51	22	19	65075.pdf	43
01202-1	240	770	95	25	19	65075.pdf	45
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	19	65075.pdf	45
8,440	1289	770	68	29	19	65075.pdf	45
บาท	1401	773	51	22	19	65075.pdf	45
01205-1	240	823	95	25	19	65075.pdf	46
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	19	65075.pdf	46
9,600	1289	823	68	29	19	65075.pdf	46
บาท	1401	826	51	22	19	65075.pdf	46
01205-1	240	717	95	25	19	65075.pdf	48
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	706	430	45	19	65075.pdf	48
141,300	1265	717	92	29	19	65075.pdf	48
บาท	1401	720	51	22	19	65075.pdf	48
01202-1	240	823	95	25	19	65075.pdf	50
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	19	65075.pdf	50
960	1308	823	49	26	19	65075.pdf	50
บาท	1401	826	51	22	19	65075.pdf	50
01206-1	240	876	95	25	19	65075.pdf	52
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	871	397	40	19	65075.pdf	52
4,800	1289	876	68	29	19	65075.pdf	52
บาท	1401	879	51	22	19	65075.pdf	52
2.2 ค่าสาธารณูปโภค	121	284	239	46	19	65075.pdf	53
10,620	1106	295	82	28	19	65075.pdf	53
บาท	1253	293	55	24	19	65075.pdf	53
01101-1	240	451	95	25	19	65075.pdf	54
อัตราเดิม 3 อัตรา	375	446	174	31	19	65075.pdf	54
658,200	1263	451	94	29	19	65075.pdf	54
บาท	1401	454	51	22	19	65075.pdf	54
01101-1	248	451	94	25	19	65075.pdf	55
อัตราเดิม 4 อัตรา	383	446	174	30	19	65075.pdf	55
1,316,400	1246	451	111	29	19	65075.pdf	55
บาท	1401	454	51	22	19	65075.pdf	55
01202-1	240	770	95	25	19	65075.pdf	56
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	19	65075.pdf	56
23,720	1276	770	81	29	19	65075.pdf	56
บาท	1401	773	51	22	19	65075.pdf	56
01202-1	240	823	95	25	19	65075.pdf	57
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	19	65075.pdf	57
175,680	1265	823	92	29	19	65075.pdf	57
บาท	1401	826	51	22	19	65075.pdf	57
01201-1	240	770	95	25	19	65075.pdf	59
อัตราเดิม 11 อัตรา	375	765	187	30	19	65075.pdf	59
1,948,720	1246	770	111	29	19	65075.pdf	59
บาท	1401	773	51	22	19	65075.pdf	59
3.1 ค่าครุภัณฑ์	144	768	157	41	19	65075.pdf	60
148,300	1093	773	95	29	19	65075.pdf	60
บาท	1253	772	55	24	19	65075.pdf	60
- ติดตั้งหน้าต่างอลูมิเนียมติดตาย	413	757	313	47	19	65075.pdf	61
01202-1	240	823	95	25	20	65075.pdf	27
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	20	65075.pdf	27
28,360	1276	823	81	29	20	65075.pdf	27
บาท	1401	826	51	22	20	65075.pdf	27
05105-7	240	610	97	25	20	65075.pdf	28
(1) เครื่องคอมพิวเตอร์ สําหรับสํานักงาน (จอแสดงภาพขนาด	375	599	567	38	20	65075.pdf	28
01205-1	240	823	95	25	20	65075.pdf	29
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	20	65075.pdf	29
8,640	1289	823	68	29	20	65075.pdf	29
บาท	1401	826	51	22	20	65075.pdf	29
01101-1	248	451	94	25	20	65075.pdf	31
อัตราเดิม 16 อัตรา	383	446	187	30	20	65075.pdf	31
6,056,100	1244	451	113	29	20	65075.pdf	31
บาท	1401	454	51	22	20	65075.pdf	31
01108-1	240	610	95	25	20	65075.pdf	32
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	376	599	402	36	20	65075.pdf	32
9,800	1289	610	68	29	20	65075.pdf	32
บาท	1401	613	51	22	20	65075.pdf	32
01108-1	248	610	94	25	20	65075.pdf	34
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ	384	599	401	36	20	65075.pdf	34
5,800	1289	610	68	29	20	65075.pdf	34
บาท	1401	613	51	22	20	65075.pdf	34
01206-1	240	823	95	25	20	65075.pdf	35
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	817	397	40	20	65075.pdf	35
189,240	1265	823	92	29	20	65075.pdf	35
บาท	1401	826	51	22	20	65075.pdf	35
01206-1	240	823	95	25	20	65075.pdf	36
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	817	397	40	20	65075.pdf	36
283,860	1263	823	94	29	20	65075.pdf	36
บาท	1401	826	51	22	20	65075.pdf	36
01206-1	240	823	95	25	20	65075.pdf	37
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา	376	817	397	40	20	65075.pdf	37
473,100	1263	823	94	29	20	65075.pdf	37
บาท	1401	826	51	22	20	65075.pdf	37
01205-1	240	823	95	25	20	65075.pdf	39
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา	376	812	430	45	20	65075.pdf	39
223,100	1263	823	94	29	20	65075.pdf	39
บาท	1401	826	51	22	20	65075.pdf	39
01202-1	240	717	95	25	20	65075.pdf	41
เงินเพิ่มค่าจ้างประจํา	376	706	202	36	20	65075.pdf	41
153,440	1265	717	92	29	20	65075.pdf	41
บาท	1401	720	51	22	20	65075.pdf	41
01202-1	240	717	95	25	20	65075.pdf	42
เงินเพิ่มค่าจ้างประจํา	376	706	202	36	20	65075.pdf	42
230,160	1263	717	94	29	20	65075.pdf	42
บาท	1401	720	51	22	20	65075.pdf	42
01201-1	240	717	95	25	20	65075.pdf	43
อัตราเดิม 2 อัตรา	375	712	174	30	20	65075.pdf	43
70,320	1276	717	81	29	20	65075.pdf	43
บาท	1401	720	51	22	20	65075.pdf	43
01201-1	240	717	95	25	20	65075.pdf	45
อัตราเดิม 4 อัตรา	375	712	174	30	20	65075.pdf	45
140,640	1265	717	92	29	20	65075.pdf	45
บาท	1401	720	51	22	20	65075.pdf	45
01202-1	240	770	95	25	20	65075.pdf	46
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	20	65075.pdf	46
8,440	1289	770	68	29	20	65075.pdf	46
บาท	1401	773	51	22	20	65075.pdf	46
01202-1	240	663	95	25	20	65075.pdf	48
เงินเพิ่มค่าจ้างประจํา	376	653	202	36	20	65075.pdf	48
342,800	1263	663	94	29	20	65075.pdf	48
บาท	1401	666	51	22	20	65075.pdf	48
01201-1	240	770	95	25	20	65075.pdf	50
อัตราเดิม 1 อัตรา	375	765	174	30	20	65075.pdf	50
265,480	1263	770	94	29	20	65075.pdf	50
บาท	1401	773	51	22	20	65075.pdf	50
01202-1	240	823	95	25	20	65075.pdf	52
เงินเพิ่มค่าจ้างประจํา	376	812	202	36	20	65075.pdf	52
1,440	1291	823	66	29	20	65075.pdf	52
บาท	1401	826	51	22	20	65075.pdf	52
412	761	116	49	25	20	65075.pdf	53
1.1 เงินเดือน	123	396	135	32	20	65075.pdf	54
708,100	1091	401	97	28	20	65075.pdf	54
บาท	1253	399	55	24	20	65075.pdf	54
1.1 เงินเดือน	131	396	135	32	20	65075.pdf	55
1,416,200	1074	400	114	29	20	65075.pdf	55
บาท	1253	399	55	24	20	65075.pdf	55
01201-1	240	717	95	25	20	65075.pdf	56
อัตราเดิม 2 อัตรา	375	712	174	30	20	65075.pdf	56
395,200	1263	717	94	29	20	65075.pdf	56
บาท	1401	720	51	22	20	65075.pdf	56
01201-1	240	770	95	25	20	65075.pdf	57
อัตราเดิม 17 อัตรา	375	765	187	30	20	65075.pdf	57
2,923,080	1244	770	113	29	20	65075.pdf	57
บาท	1401	773	51	22	20	65075.pdf	57
1.2 ค่าจ้างประจํา	123	710	203	38	20	65075.pdf	59
2,173,440	1072	719	116	29	20	65075.pdf	59
บาท	1253	719	55	24	20	65075.pdf	59
ค่าครุภัณฑ์ ที่ดินและสิงก่อสร้าง	144	711	312	45	20	65075.pdf	60
2,945,300	1072	719	116	29	20	65075.pdf	60
บาท	1253	719	55	24	20	65075.pdf	60
ขนาด 3.40 x 2.00 ม. จํานวน 4 ชุด	435	712	345	39	20	65075.pdf	61
01201-1	240	770	95	25	21	65075.pdf	27
อัตราเดิม 2 อัตรา	375	765	174	30	21	65075.pdf	27
472,040	1263	770	94	29	21	65075.pdf	27
บาท	1401	773	51	22	21	65075.pdf	27
3.1 ค่าครุภัณฑ์	152	555	157	41	21	65075.pdf	28
254,940	1091	560	97	29	21	65075.pdf	28
บาท	1253	559	55	24	21	65075.pdf	28
01202-1	240	770	95	25	21	65075.pdf	29
เงินเพิ่มค่าจ้างประจํา	376	759	202	36	21	65075.pdf	29
42,540	1276	770	81	29	21	65075.pdf	29
