id,text,amount,filename,page,line_num
24994,03217-1 เงินสมทบกองทุนประกันสังคม 11520 บาท,11520,65070.pdf,48,18
24995,03611-1 ค่าเครื่องแต่งกาย 3510 บาท,3510,65070.pdf,48,19
24996,2. งบดําเนินงาน 1823490 บาท,1823490,65070.pdf,48,20
24997,2.1 ค่าตอบแทน 234840 บาท,234840,65070.pdf,48,22
24998,2.2 ค่าใช้สอย 1273770 บาท,1273770,65070.pdf,48,24
24999,2.3 ค่าวัสดุ 314880 บาท,314880,65070.pdf,48,29
25000,3. งบลงทุน 3059000 บาท,3059000,65070.pdf,49,1
25001,05315-7 ก่อสร้างบ่อพักพร้อมประตูปิดกั้นน้้า บริเวณซอยรามคําแหง 43/1 จากคลองแสนแสบถึงคลองเจ้าคุณสิงห์ 3059000 บาท,3059000,65070.pdf,49,4
25002,4. งบรายจ่ายอื่น 2000000 บาท,2000000,65070.pdf,49,9
25003,07123-1 ค่าใช้จ่ายในการซ่อมแซมป์ารุงรักษาถนน ตรอก ซอย และสิ่งสาธารณประโยชน์ เพื่อแก้ไขปัญหาความเดือดร้อน ของประชาชน 2000000 บาท,2000000,65070.pdf,49,10
25004,งานระบายน้้าและแก้ไขปัญหาน้้าท่วม 15988200 บาท,15988200,65070.pdf,50,1
25005,1. งบบุคลากร 11090100 บาท,11090100,65070.pdf,50,2
25006,1.1 ค่าจ้างประจํา 9005200 บาท,9005200,65070.pdf,50,3
25007,01201-1 อัตราเดิม 40 อัตรา 8314500 บาท,8314500,65070.pdf,50,4
25008,01202-1 เงินเพิ่มค่าจ้างประจํา 423300 บาท,423300,65070.pdf,50,5
25009,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 156900 บาท,156900,65070.pdf,50,6
25010,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 110500 บาท,110500,65070.pdf,50,7
25011,1.2 ค่าจ้างชั่วคราว 1872000 บาท,1872000,65070.pdf,50,8
25012,02101-1 ค่าจ้างชั่วคราว 13 อัตรา 1381200 บาท,1381200,65070.pdf,50,9
25013,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 178800 บาท,178800,65070.pdf,50,10
25014,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 312000 บาท,312000,65070.pdf,50,11
25015,1.3 ค่าตอบแทน ใช้สอยและวัสดุ 212900 บาท,212900,65070.pdf,50,12
25016,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 50400 บาท,50400,65070.pdf,50,13
25017,03217-1 เงินสมทบกองทุนประกันสังคม 93600 บาท,93600,65070.pdf,50,14
25018,03611-1 ค่าเครื่องแต่งกาย 68900 บาท,68900,65070.pdf,50,15
25019,2. งบดําเนินงาน 4808100 บาท,4808100,65070.pdf,50,16
25020,2.1 ค่าตอบแทน 934300 บาท,934300,65070.pdf,50,18
25021,2.2 ค่าใช้สอย 3048300 บาท,3048300,65070.pdf,50,20
25022,2.3 ค่าวัสดุ 825500 บาท,825500,65070.pdf,50,24
25023,3. งบลงทุน 90000 บาท,90000,65070.pdf,50,28
25024,05199-1 เต็นท์ ขนาด 120%240 ซม. 5 หลัง 90000 บาท,90000,65070.pdf,50,31
25025,งานบริหารทั่วไปฝ่ายพัฒนาชุมชน 6188130 บาท,6188130,65070.pdf,51,1
25026,1. งบบุคลากร 2395760 บาท,2395760,65070.pdf,51,2
25027,1.1 เงินเดือน 1711720 บาท,1711720,65070.pdf,51,3
25028,01101-1 อัตราเดิม 5 อัตรา 1595760 บาท,1595760,65070.pdf,51,4
25029,01102-1 เงินเลื่อนขั้น 95760 บาท,95760,65070.pdf,51,5
25030,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65070.pdf,51,6
25031,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3040 บาท,3040,65070.pdf,51,7
25032,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 360 บาท,360,65070.pdf,51,8
25033,1.2 ค่าจ้างประจํา 623640 บาท,623640,65070.pdf,51,9
25034,01201-1 อัตราเดิม 2 อัตรา 588360 บาท,588360,65070.pdf,51,10
25035,01202-1 เงินเพิ่มค่าจ้างประจํา 35280 บาท,35280,65070.pdf,51,11
25036,1.3 ค่าตอบแทน ใช้สอยและวัสดุ 60400 บาท,60400,65070.pdf,51,12
25037,03217-1 เงินสมทบกองทุนประกันสังคม 51280 บาท,51280,65070.pdf,51,13
25038,03611-1 ค่าเครื่องแต่งกาย 3120 บาท,3120,65070.pdf,51,14
25039,2. งบดําเนินงาน 3409720 บาท,3409720,65070.pdf,51,15
25040,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 3326000 บาท,3326000,65070.pdf,51,16
25041,2.1.1 ค่าตอบแทน 2430960 บาท,2430960,65070.pdf,51,17
25042,2.1.2 ค่าใช้สอย 185920 บาท,185920,65070.pdf,51,21
25043,2.1.3 ค่าวัสดุ 709120 บาท,709120,65070.pdf,51,24
25044,2.2 ค่าสาธารณูปโภค 83720 บาท,83720,65070.pdf,51,28
25045,3. งบลงทุน 382650 บาท,382650,65070.pdf,52,1
25046,05105-1 เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพ ขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ (OS) แบบ GGWA ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 15 เครื่อง 382650 บาท,382650,65070.pdf,52,4
25047,งานพัฒนาชุมชนและบริการสังคม 14060420 บาท,14060420,65070.pdf,53,1
25048,1. งบบุคลากร 3593640 บาท,3593640,65070.pdf,53,2
25049,1.1 เงินเดือน 2567580 บาท,2567580,65070.pdf,53,3
25050,01101-1 อัตราเดิม 8 อัตรา 2393640 บาท,2393640,65070.pdf,53,4
25051,01102-1 เงินเลื่อนขั้น 143640 บาท,143640,65070.pdf,53,5
25052,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25200 บาท,25200,65070.pdf,53,6
25053,01108-1 เงินเพิ่มการครองชีพชั้วคราวของข้าราชการ 4560 บาท,4560,65070.pdf,53,7
25054,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 540 บาท,540,65070.pdf,53,8
25055,1.2 ค่าจ้างประจํา 935460 บาท,935460,65070.pdf,53,9
25056,01201-1 อัตราเดิม 4 อัตรา 882540 บาท,882540,65070.pdf,53,10
25057,01202-1 เงินเพิ่มค่าจ้างประจํา 52920 บาท,52920,65070.pdf,53,11
25058,1.3 ค่าตอบแทน ใช้สอยและวัสดุ 90600 บาท,90600,65070.pdf,53,12
25059,03217-1 เงินสมทบกองทุนประกันสังคม 85920 บาท,85920,65070.pdf,53,13
25060,03611-1 ค่าเครื่องแต่งกาย 4680 บาท,4680,65070.pdf,53,14
25061,2. งบดําเนินงาน 5114580 บาท,5114580,65070.pdf,53,15
25062,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 4989000 บาท,4989000,65070.pdf,53,16
25063,2.1.1 ค่าตอบแทน 3646440 บาท,3646440,65070.pdf,53,17
25064,2.1.2 ค่าใช้สอย 278880 บาท,278880,65070.pdf,53,21
25065,2.1.3 ค่าวัสดุ 1063680 บาท,1063680,65070.pdf,53,24
25066,2.2 ค่าสาธารณูปโภค 125580 บาท,125580,65070.pdf,53,28
25067,3. งบรายจ่ายอื่น 5352200 บาท,5352200,65070.pdf,54,1
25068,07102-1 (1) ค่าใช้จ่ายในการสนับสนุนการดําเนินงานของคณะกรรมการชุมชน 1530000 บาท,1530000,65070.pdf,54,2
25069,07199-1 (2) ค่าใช้จ่ายในการส่งเสริมกิจกรรมสโมสรกีฬาและลานกีฬา 1229800 บาท,1229800,65070.pdf,54,3
25070,07199-2 (3) ค่าใช้จ่ายในการส่งเสริมกิจการสภาเด็กและเยาวชนกรุงเทพมหานคร 180000 บาท,180000,65070.pdf,54,4
25071,07199-3 8 ค่าใช้จ่ายในการจัดงานวันสําคัญ อนุรักษ์สืบสานวัฒนธรรมประเพณี 500000 บาท,500000,65070.pdf,54,5
25072,07199-4 (5) ค่าใช้จ่ายในการสนับสนุนเจ้าหน้าที่เพื่อปฏิบัติงานด้านเด็ก สตรี ผู้สูงอายุ คนพิการ และผู้ต้อยโอกาส 514600 บาท,514600,65070.pdf,54,6
25073,07199-5 (6) ค่าใช้จ่ายในการจ้างอาสาสมัครเจ้าหน้าที่ปฏิบัติงานด้านพัฒนาสังคม 585200 บาท,585200,65070.pdf,54,8
25074,07199-6 7 ค่าใช้จ่ายศูนย์ประสานงานธนาคารสมองของกรุงเทพมหานคร 10000 บาท,10000,65070.pdf,54,9
25075,07199-7 (8) ค่าใช้จ่ายในการจัดกิจกรรมครอบครัวรักการอ่าน 80000 บาท,80000,65070.pdf,54,10
25076,07199-8 (9) ค่าใช้จ่ายในการดําเนินงานศูนย์บริการและถ่ายทอดเทคโนโลยีการเกษตร 115100 บาท,115100,65070.pdf,54,11
25077,07199-10 (10) ค่าใช้จ่ายในการจัดกิจกรรมการออกกําลังกาย 607500 บาท,607500,65070.pdf,54,12
25078,งานบริหารทั่วไปฝ่ายสิ่งแวดล้อมและสุขาภิบาล 944180 บาท,944180,65070.pdf,55,1
25079,1. งบบุคลากร 718640 บาท,718640,65070.pdf,55,2
25080,1.1 เงินเดือน 580320 บาท,580320,65070.pdf,55,3
25081,01101-1 อัตราเดิม 2 อัตรา 537560 บาท,537560,65070.pdf,55,4
25082,01102-1 เงินเลื่อนขั้น 31160 บาท,31160,65070.pdf,55,5
25083,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 8400 บาท,8400,65070.pdf,55,6
25084,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 1920 บาท,1920,65070.pdf,55,7
25085,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1280 บาท,1280,65070.pdf,55,8
25086,1.2 ค่าจ้างประจํา 106520 บาท,106520,65070.pdf,55,9
25087,01201-1 อัตราเดิม 1 อัตรา 95960 บาท,95960,65070.pdf,55,10
25088,01202-1 เงินเพิ่มค่าจ้างประจํา 5760 บาท,5760,65070.pdf,55,11
25089,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 4280 บาท,4280,65070.pdf,55,12
25090,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 520 บาท,520,65070.pdf,55,13
25091,1.3 ค่าจ้างชั่วคราว 28800 บาท,28800,65070.pdf,55,14
25092,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 22560 บาท,22560,65070.pdf,55,15
25093,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 1440 บาท,1440,65070.pdf,55,16
25094,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 4800 บาท,4800,65070.pdf,55,17
25095,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 3000 บาท,3000,65070.pdf,55,18
25096,03217-1 เงินสมทบกองทุนประกันสังคม 1440 บาท,1440,65070.pdf,55,19
25097,03611-1 ค่าเครื่องแต่งกาย 1560 บาท,1560,65070.pdf,55,20
25098,2. งบดําเนินงาน 212340 บาท,212340,65070.pdf,55,21
25099,2.1 ค่าตอบแทน 3510 บาท,3510,65070.pdf,55,23
25100,2.2 ค่าใช้สอย 132900 บาท,132900,65070.pdf,55,25
25101,2.3 ค่าวัสดุ 75930 บาท,75930,65070.pdf,55,28
25102,3. งบลงทุน 13200 บาท,13200,65070.pdf,56,1
25103,05105-1 (1) เครื่องพิมพ์เลเซอร์ หรือ 1 60 ขาวดํา ชนิด !ง๑(มอๆ< แบบที่ 1 (28 หน้า/นาที) 1 เครื่อง 8900 บาท,8900,65070.pdf,56,4
25104,05105-2 (2) เครื่องพิมพ์แบบฉีดหมึกพร้อมติดตั้งถังหมึกพิมพ์ (เท๒ โลก 11 1 เครื่อง 4300 บาท,4300,65070.pdf,56,6
25105,งานสุขาภิบาลอาหารและอนามัยสิ่งแวดล้อม 1648060 บาท,1648060,65070.pdf,57,1
25106,1. งบบุคลากร 1435720 บาท,1435720,65070.pdf,57,2
25107,1.1 เงินเดือน 1160640 บาท,1160640,65070.pdf,57,3
25108,01101-1 อัตราเดิม 4 อัตรา 1075120 บาท,1075120,65070.pdf,57,4
25109,01102-1 เงินเลื่อนขั้น 62320 บาท,62320,65070.pdf,57,5
25110,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65070.pdf,57,6
25111,01108-1 เงินเพิ่มการครองชีพชั้วคราวของข้าราชการ 3840 บาท,3840,65070.pdf,57,7
25112,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2560 บาท,2560,65070.pdf,57,8
25113,1.2 ค่าจ้างประจํา 213040 บาท,213040,65070.pdf,57,9
25114,01201-1 อัตราเดิม 1 อัตรา 191920 บาท,191920,65070.pdf,57,10
25115,01202-1 เงินเพิ่มค่าจ้างประจํา 11520 บาท,11520,65070.pdf,57,11
25116,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 8560 บาท,8560,65070.pdf,57,12
25117,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1040 บาท,1040,65070.pdf,57,13
25118,1.3 ค่าจ้างชั่วคราว 57600 บาท,57600,65070.pdf,57,14
25119,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 45120 บาท,45120,65070.pdf,57,15
25120,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 2880 บาท,2880,65070.pdf,57,16
25121,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9600 บาท,9600,65070.pdf,57,17
25122,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4440 บาท,4440,65070.pdf,57,18
25123,03217-1 เงินสมทบกองทุนประกันสังคม 2880 บาท,2880,65070.pdf,57,19
25124,03611-1 ค่าเครื่องแต่งกาย 1560 บาท,1560,65070.pdf,57,20
25125,2. งบดําเนินงาน 212340 บาท,212340,65070.pdf,57,21
25126,2.1 ค่าตอบแทน 3510 บาท,3510,65070.pdf,57,23
25127,2.2 ค่าใช้สอย 132900 บาท,132900,65070.pdf,57,25
25128,2.3 ค่าวัสดุ 75930 บาท,75930,65070.pdf,57,28
25129,งานป้องกันและควบคุมโรค 1719360 บาท,1719360,65070.pdf,58,1
25130,1. งบบุคลากร 1436240 บาท,1436240,65070.pdf,58,2
25131,1.1 เงินเดือน 1160640 บาท,1160640,65070.pdf,58,3
25132,01101-1 อัตราเดิม 4 อัตรา 1075120 บาท,1075120,65070.pdf,58,4
25133,01102-1 เงินเลื่อนขั้น 62320 บาท,62320,65070.pdf,58,5
25134,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65070.pdf,58,6
25135,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 3840 บาท,3840,65070.pdf,58,7
25136,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 2560 บาท,2560,65070.pdf,58,8
25137,1.2 ค่าจ้างประจํา 213040 บาท,213040,65070.pdf,58,9
25138,01201-1 อัตราเดิม 1 อัตรา 191920 บาท,191920,65070.pdf,58,10
25139,01202-1 เงินเพิ่มค่าจ้างประจํา 11520 บาท,11520,65070.pdf,58,11
25140,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 8560 บาท,8560,65070.pdf,58,12
25141,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 1040 บาท,1040,65070.pdf,58,13
25142,1.3 ค่าจ้างชั่วคราว 57600 บาท,57600,65070.pdf,58,14
25143,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 45120 บาท,45120,65070.pdf,58,15
25144,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 2880 บาท,2880,65070.pdf,58,16
25145,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 9600 บาท,9600,65070.pdf,58,17
25146,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 4960 บาท,4960,65070.pdf,58,18
25147,03217-1 เงินสมทบกองทุนประกันสังคม 2880 บาท,2880,65070.pdf,58,19
25148,03611-1 ค่าเครื่องแต่งกาย 2080 บาท,2080,65070.pdf,58,20
25149,2. งบดําเนินงาน 283120 บาท,283120,65070.pdf,58,21
25150,2.1 ค่าตอบแทน 4680 บาท,4680,65070.pdf,58,23
25151,2.2 ค่าใช้สอย 177200 บาท,177200,65070.pdf,58,25
25152,2.3 ค่าวัสดุ 101240 บาท,101240,65070.pdf,58,28
25153,งานบริหารทั่วไปฝ่ายการศึกษา 3965270 บาท,3965270,65070.pdf,59,1
25154,1. งบบุคลากร 2518950 บาท,2518950,65070.pdf,59,2
25155,1.1 เงินเดือน 1198980 บาท,1198980,65070.pdf,59,3
25156,01101-1 อัตราเดิม 5 อัตรา 1093740 บาท,1093740,65070.pdf,59,4
25157,01102-1 เงินเลื่อนขั้น 65640 บาท,65640,65070.pdf,59,5
25158,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 25200 บาท,25200,65070.pdf,59,6
25159,01108-1 เงินเพิ่มการครองชีพชั้วคราวของข้าราชการ 12840 บาท,12840,65070.pdf,59,7
25160,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1560 บาท,1560,65070.pdf,59,8
25161,1.2 ค่าจ้างประจํา 684540 บาท,684540,65070.pdf,59,9
25162,01201-1 อัตราเดิม 4 อัตรา 599160 บาท,599160,65070.pdf,59,10
25163,01202-1 เงินเพิ่มค่าจ้างประจํา 35940 บาท,35940,65070.pdf,59,11
25164,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 34080 บาท,34080,65070.pdf,59,12
25165,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 15360 บาท,15360,65070.pdf,59,13
25166,1.3 ค่าจ้างชั่วคราว 604800 บาท,604800,65070.pdf,59,14
25167,02101-1 ค่าจ้างชั่วคราว 4 อัตรา 438000 บาท,438000,65070.pdf,59,15
25168,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 66000 บาท,66000,65070.pdf,59,16
25169,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 100800 บาท,100800,65070.pdf,59,17
25170,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 30630 บาท,30630,65070.pdf,59,18
25171,03217-1 เงินสมทบกองทุนประกันสังคม 30240 บาท,30240,65070.pdf,59,19
25172,03611-1 ค่าเครื่องแต่งกาย 390 บาท,390,65070.pdf,59,20
25173,2. งบดําเนินงาน 1323120 บาท,1323120,65070.pdf,59,21
25174,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 969840 บาท,969840,65070.pdf,59,22
25175,2.1.1 ค่าตอบแทน 130800 บาท,130800,65070.pdf,59,23
25176,2.1.2 ค่าใช้สอย 7713130 บาท,7713130,65070.pdf,59,28
25177,2.1.3 ค่าวัสดุ 65310 บาท,65310,65070.pdf,60,1
25178,2.2 ค่าสาธารณูปโภค 353280 บาท,353280,65070.pdf,60,4
25179,3. งบรายจ่ายอื่น 123200 บาท,123200,65070.pdf,60,8
25180,07103-1 (1) ค่าใช้จ่ายในการฝึกอบรมนายหมู่ลูกเสือสามัญ สามัญรุ่นใหญ่ และหัวหน้าหน่วยยุวกาชาด 56500 บาท,56500,65070.pdf,60,9
25181,07103-2 (2) ค่าใช้จ่ายในการประชุมครู 3000 บาท,3000,65070.pdf,60,11
25182,07109-1 (3) ค่าใช้จ่ายในการพัฒนาคุณภาพการดําเนินงานศูนย์วิชาการเขต 22600 บาท,22600,65070.pdf,60,12
25183,07124-1 (6) ค่าใช้จ่ายในการจัดประชุมสัมมนาคณะกรรมการสถานศึกษา ขั้นพื้นฐานโรงเรียนสังกัดกรุงเทพมหานคร 41100 บาท,41100,65070.pdf,60,13
25184,งานงบประมาณโรงเรียน 10737550 บาท,10737550,65070.pdf,61,1
25185,1. งบบุคลากร 1679950 บาท,1679950,65070.pdf,61,2
25186,1.1 เงินเดือน 799320 บาท,799320,65070.pdf,61,3
25187,01101-1 อัตราเดิม 4 อัตรา 129160 บาท,129160,65070.pdf,61,4
25188,01102-1 เงินเลื่อนขั้น 43760 บาท,43760,65070.pdf,61,5
25189,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 16800 บาท,16800,65070.pdf,61,6
25190,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 8560 บาท,8560,65070.pdf,61,7
25191,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1040 บาท,1040,65070.pdf,61,8
25192,1.2 ค่าจ้างประจํา 456360 บาท,456360,65070.pdf,61,9
25193,01201-1 อัตราเดิม 2 อัตรา 399440 บาท,399440,65070.pdf,61,10
25194,01202-1 เงินเพิ่มค่าจ้างประจํา 23960 บาท,23960,65070.pdf,61,11
25195,01205-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างประจํา 22120 บาท,22120,65070.pdf,61,12
25196,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 10240 บาท,10240,65070.pdf,61,13
25197,1.3 ค่าจ้างชั่วคราว 403200 บาท,403200,65070.pdf,61,14
25198,02101-1 ค่าจ้างชั่วคราว 3 อัตรา 292000 บาท,292000,65070.pdf,61,15
25199,02102-1 เงินเพิ่มการครองชีพชัวคราวของลูกจ้างชั่วคราว 44000 บาท,44000,65070.pdf,61,16
25200,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 6 7200 บาท,67200,65070.pdf,61,17
25201,1.4 ค่าตอบแทน ใช้สอยและวัสดุ 21070 บาท,21070,65070.pdf,61,18
25202,03217-1 เงินสมทบกองทุนประกันสังคม 20160 บาท,20160,65070.pdf,61,19
25203,03611-1 ค่าเครื่องแต่งกาย 910 บาท,910,65070.pdf,61,20
25204,2. งบดําเนินงาน 2498480 บาท,2498480,65070.pdf,61,21
25205,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 2262960 บาท,2262960,65070.pdf,61,22
25206,2.1.1 ค่าตอบแทน 305200 บาท,305200,65070.pdf,61,23
25207,2.1.2 ค่าใช้สอย 1805370 บาท,1805370,65070.pdf,61,28
25208,2.1.3 ค่าวัสดุ 152390 บาท,152390,65070.pdf,62,1
25209,2.2 ค่าสาธารณูปโภค 235520 บาท,235520,65070.pdf,62,4
25210,3. งบลงทุน 2174320 บาท,2174320,65070.pdf,62,8
25211,3.1 ค่าครุภัณฑ์ 315320 บาท,315320,65070.pdf,62,10
25212,"05101-1 (1) เครื่องปรับอากาศแบบแยกส่วน (ราคารวมค่าติดตั้ง) แบบตั้งพื้นหรือแบบแขวน (ระบบ 1 3178 18,000 079 2 เครื่อง 69600 บาท",69600,65070.pdf,62,12
25213,05105-5 2 เครื่องคอมพิวเตอร์ 11 0กล๑ สําหรับงานสํานักงาน พร้อมโปรแกรมระบบปฏิบัติการ 05 แบบ GGWA ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 2 เครื่อง 51020 บาท,51020,65070.pdf,62,15
25214,05198-6 (3) โต๊ะวางคอมพิวเตอร์ 2 ตัว 3100 บาท,3100,65070.pdf,62,18
25215,05198-7 (@) โต๊ะพร้อมเก้าอี้อ่านหนังสือ 6 ที่นั่ง 3 ชุด 28500 บาท,28500,65070.pdf,62,19
25216,05198-9 (5) เก้าอี้ประจําเคาน์เตอร์ 1 ตัว 2200 บาท,2200,65070.pdf,62,20
25217,05199-12 (6) เคาน์เตอร์ให้บริการยืม-คืนหนังสือ 1 ตัว 4900 บาท,4900,65070.pdf,62,21
25218,05199-15 (7) โต๊ะพับโฟเมก้า 40 ตัว 64000 บาท,64000,65070.pdf,62,22
25219,05199-1 7 (8) เครื่องเล่นสนาม 1 ชุด 170000 บาท,170000,65070.pdf,62,23
25220,"05199-18 (9) เสาวอลเลย์บอล, เสาตะกร้อ 1 คู่ 22000 บาท",22000,65070.pdf,62,24
25221,3.2 ค่าที่ดินและสิ่งก่อสร้าง 1859000 บาท,1859000,65070.pdf,62,25
25222,05304-19 (1) ปรับปรุงโรงเรียนวัดสามัคคีธรรม 362000 บาท,362000,65070.pdf,62,26
25223,05304-20 (2) ปรับปรุงโรงเรียนสุเหร่าดอนสะแก 1497000 บาท,1497000,65070.pdf,63,1
25224,4. งบเงินอุดหนุน 3750600 บาท,3750600,65070.pdf,63,11
25225,06104-1 (1) ทุนอาหารกลางวันนักเรียน 189600 บาท,189600,65070.pdf,63,12
25226,06199-1 (2) ค่าอาหารเช้าของนักเรียนในโรงเรียนสังกัดกรุงเทพมหานคร 2961000 บาท,2961000,65070.pdf,63,13
25227,5. งบรายจ่ายอื่น 634200 บาท,634200,65070.pdf,63,14
25228,07125-1 (1) ค่าใช้จ่ายในการสัมมนาประธานกรรมการเครือข่าย ผู้ปกครองเพื่อพัฒนาโรงเรียนสังกัดกรุงเทพมหานคร 6700 บาท,6700,65070.pdf,63,15
25229,07126-1 (2) ค่าใช้จ่ายในการส่งเสริมสนับสนุนให้นักเรียนสร้างสรรค์ ผลงานเพื่อการเรียนรู้ 35300 บาท,35300,65070.pdf,63,17
25230,07199-6 (3) ค่าใช้จ่ายตามโครงการเรียนฟรี เรียนดีอย่างมีคุณภาพ โรงเรียนสังกัดกรุงเทพมหานคร 592200 บาท,592200,65070.pdf,63,19
25231,งาน: อํานวยการและบริหารสํานักงานเขต 11119170 บาท,11119170,65071.pdf,30,2
25232,1. งบบุคลากร 4449080 บาท,4449080,65071.pdf,30,3
25233,1.1 เงินเดือน 3582320 บาท,3582320,65071.pdf,30,4
25234,01101-1 อัตราเดิม 8 อัตรา 3331680 บาท,3331680,65071.pdf,30,5
25235,01102-1 เงินเลื่อนขั้น 30320 บาท,30320,65071.pdf,30,6
25236,01106-1 เงินประจําตําแหน่ง 101760 บาท,101760,65071.pdf,30,7
25237,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 118560 บาท,118560,65071.pdf,30,8
25238,1.2 ค่าจ้างประจํา 127880 บาท,127880,65071.pdf,30,9
25239,01201-1 อัตราเดิม 3 อัตรา 705520 บาท,705520,65071.pdf,30,10
25240,01202-1 เงินเพิ่มค่าจ้างประจํา 6520 บาท,6520,65071.pdf,30,11
25241,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 9600 บาท,9600,65071.pdf,30,12
25242,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 6240 บาท,6240,65071.pdf,30,13
25243,1.3 ค่าจ้างชั่วคราว 115200 บาท,115200,65071.pdf,30,14
25244,02101-1 ค่าจ้างชั่วคราว 1 อัตรา 90240 บาท,90240,65071.pdf,30,15
25245,02102-1 3 นเพิ่มกา รครอ งซีพชั่วครา วของลู กจ้างชั่วค ราว 5760 บาท,5760,65071.pdf,30,16
25246,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 19200 บาท,19200,65071.pdf,30,17
25247,1.4 ค่าตอบแทน ใช้สอยและวัสดุ[ 23680 บาท,23680,65071.pdf,30,18
25248,03217-1 เงินสมทบกองทุนประกันสังคม 5760 บาท,5760,65071.pdf,30,19
25249,03611-1 ค่าเครื่องแต่งกาย 3120 บาท,3120,65071.pdf,30,20
25250,03122-1 เงินตอบแทนพิเศษของข้าราชการ 14800 บาท,14800,65071.pdf,30,21
25251,2. งบดําเนินงาน 2931080 บาท,2931080,65071.pdf,30,22
25252,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 1806280 บาท,1806280,65071.pdf,30,23
25253,2.1.1 ค่าตอบแทน 160200 บาท,160200,65071.pdf,30,24
